Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
heleboel,"noun, de(m)",a lot,False,False,True,False,False,False
"enzovoort, enz., en zo",adv,"etc., and so on",False,False,True,False,False,True
tja,interj,well,False,False,True,False,False,True
frank,"noun, de(m)",frank,False,False,True,False,False,False
amai,interj,~ oh my (God),False,False,True,False,False,False
alhoewel,conj,although,False,False,True,False,False,True
voilà,interj,there you are,False,False,True,False,False,False
gelijk,conj,just as,False,False,True,False,False,True
pff,interj,whew,False,False,True,False,False,False
Engels,"noun, het",English,False,False,True,False,False,True
tof,adj,great,False,False,True,False,False,True
vierentwintig,num,twenty-four,False,False,True,False,False,False
bah,interj,yuck,False,False,True,False,False,False
Frans,"noun, het",French,False,False,True,False,False,True
vijfhonderd,num,five hundred,False,False,True,False,False,False
driehonderd,num,three hundred,False,False,True,False,False,False
komma,"noun, de/het",comma,False,False,True,False,False,False
benieuwd,adj,curious,False,False,True,False,False,True
ho,interj,stop,False,False,True,False,False,False
jee,interj,"oh dear, oh no",False,False,True,False,False,False
hoi,interj,hi,False,False,True,False,False,True
lesgeven,verb,to teach,False,False,True,False,False,False
zesentwintig,num,twenty-six,False,False,True,False,False,False
rap,adj,"fast, quick(ly)",False,False,True,False,False,True
eenentwintig,num,twenty-one,False,False,True,False,False,False
tweeëntwintig,num,twenty-two,False,False,True,False,False,False
cd,"noun, de(m)",CD,False,False,True,False,False,False
drieëntwintig,num,twenty-three,False,False,True,False,False,False
zat,adv,plenty,False,False,True,False,False,False
vijfendertig,num,thirty-five,False,False,True,False,False,False
vierhonderd,num,four hundred,False,False,True,False,False,False
tussendoor,adv,in between,False,False,True,False,False,False
ginder,adv,over there,False,False,True,False,False,False
diegene,pron,"he, she, those who",False,False,True,False,False,True
achtentwintig,num,twenty-eight,False,False,True,False,False,False
dinges,"noun, de","what-d’you-call-it, thingy",False,False,True,False,False,False
vijfenveertig,num,forty-five,False,False,True,False,False,False
volgend,adj,next,False,False,True,False,False,False
zeshonderd,num,six hundred,False,False,True,False,False,False
morgenavond,adv,tomorrow,False,False,True,False,False,False
gelukken,verb,to succeed,False,False,True,False,False,False
mailen,verb,"to mail, to post",False,False,True,False,False,True
irritant,adj,irritating,False,False,True,False,False,True
opsturen,verb,to send,False,False,True,False,False,False
weeral,adv,again,False,False,True,False,False,True
content,adj,content,False,False,True,False,False,True
wiskunde,"noun, de(f)",mathematics,False,False,True,False,False,True
goesting,"noun, de(f)",fancy,False,False,True,False,False,True
dialect,"noun, het",dialect,False,False,True,False,False,True
groet,"noun, de(m)",greeting,False,False,False,False,False,True
September,"noun, de(m)",September,False,False,False,False,False,True
link,"noun, de(m)",link,False,False,False,False,False,True
bron,"noun, de",source,False,False,False,False,False,True
oppervlakte,"noun, de(f)",surface,False,False,False,False,False,True
forum,"noun, het",forum,False,False,False,False,False,True
topic,"noun, de/het",topic,False,False,False,False,False,True
indien,conj,if,False,False,False,False,False,True
aangezien,conj,since,False,False,False,False,False,True
post,"noun, de",post,False,False,False,False,False,True
verenigen (zich),verb,to unite,False,False,False,False,False,True
tevens,adv,also,False,False,False,False,False,True
maja,interj,but then,False,False,False,False,False,True
"et cetera, etc.",adv,etc.,False,False,False,False,False,True
statistiek,"noun, de(f)",statistics,False,False,False,False,False,True
afbeelding,"noun, de(f)",image,False,False,False,False,False,True
voornamelijk,adv,mainly,False,False,False,False,False,True
commercieel,adj,commercial,False,False,False,False,False,True
term,"noun, de(m)",term,False,False,False,False,False,True
wereldoorlog,"noun, de(m)",world war,False,False,False,False,False,True
hierdoor,adv,"because of this, through this",False,False,False,False,False,True
hierbij,adv,"hereby, with this",False,False,False,False,False,True
hiervan,adv,of this,False,False,False,False,False,True
district,"noun, het",district,False,False,False,False,False,True
merk,"noun, het",brand,False,False,False,False,False,True
pink,"noun, de(m)",little finger,False,False,False,False,False,True
deelstaat,"noun, de(m)",(federal) state,False,False,False,False,False,True
westen,"noun, het",west,False,False,False,False,False,True
sterkte,"noun, de(f)",strength,False,False,False,False,False,True
album,"noun, het",album,False,False,False,False,False,True
motorfiets,"noun, de",motorcycle,False,False,False,False,False,True
